person,label
2019 Southeast Asian Games,Q3550424
--NME--,--NME--
--NME--,--NME--
Lea Salonga,Q294144
--NME--,--NME--
--NME--,--NME--
Red Hot Organization,Q748704
--NME--,--NME--
Cole Porter,Q215120
Red Hot + Rio,Q2136005
Silencio=Muerte: Red Hot + Latin,Q7514453
--NME--,--NME--
Folk music,Q43343
Surinder Shinda,Q7646359
Putt Jattan De,Q7262442
Harbhajan Mann,Q5654381
Manmohan Waris,Q6750656
--NME--,--NME--
--NME--,--NME--
Hans Raj Hans,Q5650648
Sardool Sikander,Q7423826
--NME--,--NME--
Academy Awards,Q19020
Academy Award for Best Actress,Q103618
--NME--,--NME--
Academy of Country Music Awards,Q337308
Grammy Award,Q41254
--NME--,--NME--
Country Music Association,Q1137230
Country Music Association Awards,Q1137234
Power metal,Q57143
Sweden,Q34
HammerFall,Q274593
--NME--,--NME--
DragonForce,Q212715
--NME--,--NME--
Iced Earth,Q728109
New wave of British heavy metal,Q370515
--NME--,--NME--
"I Don't Like It, I Love It",Q19954513
Flo Rida,Q213538
Adventure of a Lifetime,Q21402925
Coldplay,Q45188
Back Together,Q20894048
Robin Thicke,Q467423
Levels (Nick Jonas song),Q20856957
Nick Jonas,Q201656
Disco,Q58339
Illinois Jacquet,Q1658835
Ray Pizzi,Q1399222
Frank Tiberi,Q1444317
Marshall Allen,Q1802829
Bassoon,Q159998
Saxophone,Q9798
Country music,Q83440
Pop music,Q37073
James Blundell (singer),Q6129902
James Reyne,Q6142010
The Dingoes,Q7730213
--NME--,--NME--
Country music,Q83440
Kasey Chambers,Q462221
ARIA Award for Best Female Artist,Q4653728
--NME--,--NME--
Wendy Matthews,Q15524937
Ice Cube,Q173637
Dr. Dre,Q6078
Let Me Ride,Q1530738
Natural Born Killaz,Q3499682
Snoop Dogg,Q6096
Murder Was the Case,Q3179389
Brian Wilson,Q313013
Dennis Wilson,Q453611
Carl Wilson,Q504920
Mike Love,Q453330
Al Jardine,Q453314
Björn Ulvaeus,Q179682
--NME--,--NME--
Andreas Carlsson,Q2026020
Dubbing (music),Q5310680
Tomas Ledin,Q955209
Jukebox musical,Q643684
En del av mitt hjärta (film),Q60737704
Swedish language,Q9027
En del av mitt hjärta (film),Q60737704
Edward af Sillén,Q5346042
Bob Dylan,Q392
Blood on the Tracks,Q300854
David Crosby,Q370560
Graham Nash,Q357211
Stephen Stills,Q354496
Tim Drummond,Q2677738
Peter Rowan,Q1647656
--NME--,--NME--
2007 Special Olympics World Summer Games,Q4609302
--NME--,--NME--
2010 Shanghai Expo opening ceremony,Q4618355
--NME--,--NME--
Jon B.,Q15059549
Quincy Jones,Q193645
--NME--,--NME--
AllMusic,Q31181
Punk rock,Q3071
Pop music,Q37073
Psychedelia,Q666011
--NME--,--NME--
Try Whistling This,Q7848425
One Nil,Q7093084
Dizzy Heights (Neil Finn album),Q17001897
Out of Silence (Neil Finn album),Q55628109
Jimmy Webb,Q1287983
--NME--,--NME--
Suspending Disbelief,Q7649197
Ten Easy Pieces,Q7699188
Twilight of the Renegades,Q7858035
Just Across the River,Q16913713
Still Within the Sound of My Voice,Q7617185
--NME--,--NME--
Stereogum,Q2532689
Ramones,Q483407
Punk rock,Q3071
Pop punk,Q487914
--NME--,--NME--
Punk rock,Q3071
The Beach Boys,Q183048
--NME--,--NME--
The Slickee Boys,Q7764824
Agent Orange (band),Q83814
Bad Religion,Q201669
Shonen Knife,Q1891518
The Queers,Q2303014
Hi-Standard,Q444085
Descendents,Q301142
The Donnas,Q1056412
Arthur Schwartz,Q711473
Howard Dietz,Q1631780
Richard Rodgers,Q269094
Oscar Hammerstein II,Q319693
Oscar Hammerstein II,Q319693
--NME--,--NME--
Pygmalion (play),Q637200
Conny van Bentum,Q2281069
Summer Olympic Games,Q159821
1980 Summer Olympics,Q8450
--NME--,--NME--
Under Rug Swept,Q1463310
So-Called Chaos,Q166896
Flavors of Entanglement,Q928142
Jazz,Q8341
The Great Ray Charles,Q1940571
Milt Jackson,Q435665
Soul Brothers,Q1941701
Soul Meeting,Q7564260
--NME--,--NME--
Cat Stevens,Q154216
Morning Has Broken,Q1948304
--NME--,--NME--
Georg Wadenius,Q2626275
ReConnected,Q7300000
Tony Iommi,Q202733
Dave Spitz,Q2609355
Great White,Q1330850
Eric Singer,Q313854
Rob Halford,Q271576
Judas Priest,Q83468
Deep Purple,Q101505
Trapeze (band),Q691001
--NME--,--NME--
Black Sabbath,Q47670
Ronnie James Dio,Q185151
China national football team,Q130582
Uzbekistan national football team,Q487321
Igor Shkvyrin,Q1659177
China national football team,Q130582
Hassan Abbas,Q5679524
Hassan Bitar,Q61315055
Nader Jokhadar,Q6957562
Syria national football team,Q272097
Japan,Q17
Shu Kamo,Q1188632
Syria national football team,Q272097
Rugby union,Q5849
--NME--,--NME--
Italy,Q38
Italy,Q38
Marcello Cuttitta,Q1421525
--NME--,--NME--
Georges Coste,Q1117881
England national rugby union team,Q378628
Twickenham Stadium,Q209725
Stefano Bordon,Q3497946
--NME--,--NME--
--NME--,--NME--
England national rugby union team,Q378628
--NME--,--NME--
1995 Rugby World Cup,Q1130017
Italy national rugby union team,Q113135
England national rugby union team,Q378628
Takuya Takagi,Q1365312
Salem Bitar,Q7404049
Nader Jokhadar,Q6957562
Ammar Awad,Q45189358
Kenichi Shimokawa,Q2308310
--NME--,--NME--
Kazuyoshi Miura,Q331953
Takeo Takagi,Q508287
--NME--,--NME--
Kentaro Miura,Q715725
Japan national football team,Q170566
--NME--,--NME--
Naoki Soma,Q957989
Japan,Q17
Kenichi Shimokawa,Q2308310
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Norio Omura,Q2427349
--NME--,--NME--
Motohiro Yamaguchi,Q583806
--NME--,--NME--
--NME--,--NME--
Yasuto Honda,Q2213316
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Syria,Q858
Salem Bitar,Q7404049
--NME--,--NME--
Hassan Abbas,Q5679524
Tarek Jabban,Q7685767
Ammar Awad,Q45189358
--NME--,--NME--
Nihad Al Boushi,Q608075
Mohammad Afash,Q3318275
--NME--,--NME--
Abdul Latif Helou,Q4665502
--NME--,--NME--
Ammar Rihawi,Q4747188
Khaled Al Zaher,Q6399313
--NME--,--NME--
Sweden,Q34
--NME--,--NME--
Russia,Q159
"Ryan Johnson (ice hockey, born 1976)",Q955008
Canada,Q16
Jean-Luc Brassard,Q3167097
Canada,Q16
--NME--,--NME--
Norway,Q20
--NME--,--NME--
France,Q142
Jim Moran,Q1337736
--NME--,--NME--
--NME--,--NME--
Canada,Q16
--NME--,--NME--
France,Q142
Troy Benson,Q7846762
--NME--,--NME--
Tatjana Mittermayer,Q88242
Germany,Q183
Candice Gilg,Q2936255
France,Q142
Minna Karhu,Q11781543
Finland,Q33
Tae Satoya,Q1186577
Japan,Q17
--NME--,--NME--
--NME--,--NME--
Donna Weinbrecht,Q4413243
--NME--,--NME--
Liz McIntyre,Q6660242
--NME--,--NME--
--NME--,--NME--
Russia,Q159
Lyudmila Dymchenko,Q4171654
Russia,Q159
--NME--,--NME--
France,Q142
Japan,Q17
Hassan Abbas,Q5679524
Takuya Takagi,Q1365312
Syria,Q858
Nader Jokhadar,Q6957562
Netherlands national football team,Q47050
Regi Blinker,Q1848759
FIFA,Q253414
Sheffield Wednesday F.C.,Q19498
Liverpool F.C.,Q1130849
Regi Blinker,Q1848759
FIFA,Q253414
Sheffield Wednesday F.C.,Q19498
Udinese Calcio,Q2798
Feyenoord,Q134241
--NME--,--NME--
Swiss franc,Q25344
--NME--,--NME--
Udinese Calcio,Q2798
Leeds United F.C.,Q1128631
Lee Bowyer,Q353520
--NME--,--NME--
England national under-21 football team,Q204238
Lee Bowyer,Q353520
McDonald's,Q38076
--NME--,--NME--
London,Q84
Leeds Rhinos,Q1202117
--NME--,--NME--
--NME--,--NME--
Yorkshire,Q163
Middlesbrough F.C.,Q18661
--NME--,--NME--
Queensland Reds,Q1368281
Daniel Herbert,Q3013095
Owen Finegan,Q3358996
Wales national rugby union team,Q822877
Daniel Manu,Q3014401
Australia national rugby union team,Q622443
--NME--,--NME--
David Campese,Q1173922
Australia national rugby union team,Q622443
--NME--,--NME--
Barbarian F.C.,Q807749
Rob Andrew,Q1403952
Australia national rugby union team,Q622443
Rugby World Cup,Q16640
Cape Town,Q5465
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Barbarian F.C.,Q807749
England national rugby union team,Q378628
Tim Stimpson,Q3528697
Tony Underwood,Q3531920
New Zealand national rugby union team,Q55801
Ian Jones (rugby union),Q3147285
Norm Hewitt,Q7051494
Barbarian F.C.,Q807749
Tim Stimpson,Q3528697
England national rugby union team,Q378628
Nigel Walker,Q27938233
Wales national rugby union team,Q822877
Allan Bateman,Q2837676
Wales national rugby union team,Q822877
Gregor Townsend,Q3116311
Scotland national rugby union team,Q945016
Tony Underwood,Q3531920
England national rugby union team,Q378628
Rob Andrew,Q1403952
England national rugby union team,Q378628
Rob Howley,Q981948
Wales national rugby union team,Q822877
Scott Quinnell,Q1720081
Wales national rugby union team,Q822877
Neil Back,Q1168182
England national rugby union team,Q378628
Dale McIntosh,Q5210548
Pontypridd RFC,Q654755
Ian Jones (rugby union),Q3147285
New Zealand national rugby union team,Q55801
Craig Quinnell,Q3002051
Wales national rugby union team,Q822877
Darren Garforth,Q3016509
Leicester Tigers,Q1071691
Norm Hewitt,Q7051494
New Zealand national rugby union team,Q55801
Nick Popplewell,Q3339789
Ireland national rugby union team,Q599903
Australia national rugby union team,Q622443
Matt Burke,Q19927236
--NME--,--NME--
Daniel Herbert,Q3013095
Tim Horan,Q3528646
David Campese,Q1173922
Pat Howard,Q3368542
--NME--,--NME--
Sam Tagataese,Q7408230
Michael Brial,Q3308056
--NME--,--NME--
"David Wilson (rugby union, born 1967)",Q3018168
Owen Finegan,Q3358996
David Giffin,Q3017962
Tim Gavin,Q636885
Andrew Blades,Q2846568
Zimbabwe Open,Q8072002
--NME--,--NME--
--NME--,--NME--
South Africa,Q258
--NME--,--NME--
Des Terblanche,Q2337839
Mark McNulty,Q1349193
Zimbabwe,Q954
Steve van Vuuren,Q2470314
Nick Price,Q612279
--NME--,--NME--
--NME--,--NME--
Marc Cayeux,Q6755461
Zimbabwe,Q954
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Schalk van der Merwe,Q7430937
Namibia,Q1030
--NME--,--NME--
Brett Liddle,Q16211880
Hugh Baiocchi,Q2929354
Adilson da Silva,Q2752141
Brazil,Q155
--NME--,--NME--
Trevor Dodds,Q2188375
Namibia,Q1030
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Romania national football team,Q168397
Anghel Iordănescu,Q539072
North Macedonia national football team,Q188568
--NME--,--NME--
Valentin Ștefan,Q12743029
Viorel Ion,Q3560510
ASC Oțelul Galați,Q220863
Liviu Ciobotariu,Q926512
--NME--,--NME--
--NME--,--NME--
North Macedonia national football team,Q188568
Adrian Ilie,Q359484
FCSB,Q179658
--NME--,--NME--
Galatasaray S.K. (football),Q495299
Brian Lara,Q202877
Shane Warne,Q555240
West Indies cricket team,Q912881
Clive Lloyd,Q1101987
Brian Lara,Q202877
Brian Lara,Q202877
Australia national cricket team,Q142555
Geoff Marsh,Q2743480
Ian Healy,Q349135
West Indies cricket team,Q912881
Shivnarine Chanderpaul,Q967484
Australia national cricket team,Q142555
Greg Blewett,Q5605307
Tasmania cricket team,Q1133545
David Boon,Q3017555
Shaun Young,Q7491013
Michael Di Venuto,Q6829846
Victoria cricket team,Q1136066
West Indies cricket team,Q912881
Brian Lara,Q202877
--NME--,--NME--
Australia national cricket team,Q142555
Brian Lara,Q202877
Australia national cricket team,Q142555
Ian Healy,Q349135
West Indies cricket team,Q912881
Melbourne Cricket Ground,Q330136
Courtney Walsh,Q983740
--NME--,--NME--
--NME--,--NME--
Clive Lloyd,Q1101987
--NME--,--NME--
Australia national cricket team,Q142555
Geoff Marsh,Q2743480
--NME--,--NME--
Ian Healy,Q349135
Australia national cricket team,Q142555
Australia national cricket team,Q142555
Sydney Cricket Ground,Q856393
--NME--,--NME--
Brian Lara,Q202877
West Indies cricket team,Q912881
Australia,Q408
West Indies cricket team,Q912881
Courtney Walsh,Q983740
World Series Cricket,Q3349761
Australia national cricket team,Q142555
Melbourne Cricket Ground,Q330136
Australia national cricket team,Q142555
Mark Taylor (cricketer),Q2735589
Mark Waugh,Q3177366
Ricky Ponting,Q472649
Greg Blewett,Q5605307
Michael Bevan,Q3107289
Stuart Law,Q26992
Tom Moody,Q3537597
Ian Healy,Q349135
Paul Reiffel,Q7153163
Shane Warne,Q555240
Jason Gillespie,Q3107260
Glenn McGrath,Q1392178
West Indies cricket team,Q912881
Sherwin Campbell,Q7495466
Robert Samuels,Q7349553
Brian Lara,Q202877
Shivnarine Chanderpaul,Q967484
Carl Hooper,Q5040337
Jimmy Adams,Q3763931
Junior Murray,Q6313384
Nixon McLean,Q16214515
Kenny Benjamin,Q6390973
Curtly Ambrose,Q3007862
Courtney Walsh,Q983740
Roland Holder,Q7360273
--NME--,--NME--
China,Q148
Martin Lundgaard Hansen,Q326510
Denmark,Q35
--NME--,--NME--
China,Q148
Thomas Stuer-Lauridsen,Q973256
Denmark,Q35
--NME--,--NME--
Indonesia,Q252
Ong Ewe Hock,Q2024205
Malaysia,Q833
Sun Jun (badminton),Q2365813
China,Q148
Rashid Sidek,Q958235
Malaysia,Q833
Hermawan Susanto,Q979967
Indonesia,Q252
--NME--,--NME--
Denmark,Q35
--NME--,--NME--
Indonesia,Q252
Poul-Erik Høyer Larsen,Q725831
Denmark,Q35
Budi Santoso,Q1001420
Indonesia,Q252
--NME--,--NME--
China,Q148
Fung Permadi,Q463102
Taiwan,Q865
--NME--,--NME--
--NME--,--NME--
Indonesia,Q252
Sun Jun (badminton),Q2365813
China,Q148
--NME--,--NME--
Gong Zhichao,Q272479
China,Q148
Mia Audina,Q265153
Indonesia,Q252
Ye Zhaoying,Q275158
China,Q148
Meiluawati,Q1917844
Indonesia,Q252
Camilla Martin,Q448676
Denmark,Q35
Wang Chen (badminton),Q469911
China,Q148
Susi Susanti,Q464589
Indonesia,Q252
--NME--,--NME--
China,Q148
Susi Susanti,Q464589
--NME--,--NME--
Camilla Martin,Q448676
Denmark,Q35
Ye Zhaoying,Q275158
China,Q148
--NME--,--NME--
China,Q148
Rethink Robotics,Q24913690
Rodney Brooks,Q92809
IRobot,Q285161
Baxter (robot),Q4873834
Industrial robot,Q1128980
--NME--,--NME--
Unimate,Q1516542
Robot Hall of Fame,Q1935650
Static web page,Q2641220
Common Gateway Interface,Q264364
--NME--,--NME--
Augmented reality,Q254183
Java (programming language),Q251
Word2vec,Q22673982
Tomas Mikolov,Q24698708
--NME--,--NME--
--NME--,--NME--
Unimation,Q1598157
Unimation,Q1598157
General Motors,Q81965
Programmable Universal Machine for Assembly,Q955240
Programmable Universal Machine for Assembly,Q955240
Binary classification,Q17005494
Multiclass classification,Q6934605
--NME--,--NME--
--NME--,--NME--
American Philosophical Society,Q466089
Royal Society,Q123885
British Academy,Q723551
William James,Q125249
Association for Psychological Science,Q743631
Cognitive Science Society,Q5141179
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Yoshua Bengio,Q3572699
Geoffrey Hinton,Q92894
Yann LeCun,Q3571662
--NME--,--NME--
Deep learning,Q197536
Daniel Pearl,Q357936
The Wall Street Journal,Q164746
Pakistan,Q843
Judea Pearl,Q92824
Daniel Pearl Foundation,Q5218414
Red Envelope Entertainment,Q17092663
John Waters,Q314926
Doctor of Philosophy,Q752297
Richard Zemel,Q26702597
Zoubin Ghahramani,Q8074621
--NME--,--NME--
Wolfram Burgard,Q92896
Dieter Fox,Q92699
Tour guide,Q1039099
Deutsches Museum Bonn,Q1205841
Autonomous robot,Q2916098
George Devol,Q472378
Unimate,Q1516542
--NME--,--NME--
Steve Mann,Q30707966
Ray Kurzweil,Q298341
Marvin Minsky,Q204815
ACM/IEEE Virtual Reality International Conference,Q15994865
Walter R. Booth,Q134062
--NME--,--NME--
Cecil Hepworth,Q1052322
False positive rate,Q5432725
--NME--,--NME--
--NME--,--NME--
Viola–Jones object detection framework,Q2493877
--NME--,--NME--
Artist-in-residence,Q713223
Academy Awards,Q19020
Chris Landreth,Q329073
James S. Albus,Q3076441
National Institute of Standards and Technology,Q176691
National Institute of Standards and Technology,Q176691
Robocrane,Q7353277
IMAX,Q188575
Zack Snyder,Q139890
--NME--,--NME--
Clint Eastwood,Q43203
Sully (film),Q21062112
Damien Chazelle,Q18350026
First Man (film),Q42708010
Patty Jenkins,Q456910
Wonder Woman 1984,Q33408623
Cary Joji Fukunaga,Q512103
--NME--,--NME--
No Time to Die,Q21534241
Joseph Kosinski,Q2444076
Gerd Gigerenzer,Q108184
Wallersdorf,Q551584
Germany,Q183
Germany,Q183
Bounded rationality,Q814385
Heuristic,Q201413
Decision-making,Q1331926
--NME--,--NME--
Association for Computational Linguistics,Q4346375
Sepp Hochreiter,Q7451965
Felix Gers,Q29918552
--NME--,--NME--
Alex Graves (computer scientist),Q25189853
Jürgen Schmidhuber,Q92735
Recurrent neural network,Q1457734
Long short-term memory,Q6673524
Long short-term memory,Q6673524
Photography,Q11633
Louis Daguerre,Q131405
Henry Fox Talbot,Q299565
Machine learning,Q2539
Arthur Samuel,Q710266
--NME--,--NME--
--NME--,--NME--
Artificial intelligence,Q11660
--NME--,--NME--
David Avidan,Q706526
--NME--,--NME--
--NME--,--NME--
Dieter Fox,Q92699
Wolfram Burgard,Q92896
Baywatch,Q223320
Donna D'Errico,Q271092
Carmen Electra,Q185122
Traci Bingham,Q263906
Playboy Playmate,Q728711
Heidi Mark,Q2249390
Arj Barker,Q4791514
Sklar Brothers,Q7292539
Sklar Brothers,Q7292539
--NME--,--NME--
--NME--,--NME--
Industrial robot,Q1128980
Unimate,Q1516542
John Ireland (actor),Q395494
Joanne Dru,Q240250
Macdonald Carey,Q304828
--NME--,--NME--
Hannah Lee,Q11965017
--NME--,--NME--
Neuroscience,Q207011
Psychology,Q9418
Royal Society,Q123885
Royal Society of Canada,Q94301
National Academy of Sciences,Q270794
Speech act,Q25481968
John Searle,Q295012
Terry Winograd,Q92826
--NME--,--NME--
Neural network,Q55624999
George Armitage Miller,Q670658
WordNet,Q533822
--NME--,--NME--
--NME--,--NME--
French Institute for Research in Computer Science and Automation,Q1146208
French Institute for Research in Computer Science and Automation,Q1146208
--NME--,--NME--
Histogram of oriented gradients,Q419918
Conference on Computer Vision and Pattern Recognition,Q2992422
--NME--,--NME--
--NME--,--NME--
Bell Labs,Q217365
Artificial intelligence,Q11660
Michael L. Littman,Q6832031
David A. McAllester,Q5230499
Richard S. Sutton,Q7328833
--NME--,--NME--
--NME--,--NME--
Machine learning,Q2539
Yann LeCun,Q3571662
Yoshua Bengio,Q3572699
--NME--,--NME--
Turing Award,Q185667
Deep learning,Q197536
Perceptrons (book),Q4359403
Marvin Minsky,Q204815
Seymour Papert,Q335027
XOR gate,Q155516
--NME--,--NME--
University of Cambridge,Q35794
Hebrew University of Jerusalem,Q174158
Jerusalem,Q1218
École pratique des hautes études,Q273631
École Polytechnique,Q273626
Paris,Q90
John Jay College of Criminal Justice,Q1700617
New York City,Q60
Bachelor of Science,Q787674
Electronic engineering,Q126095
B.M.S. College of Engineering,Q4833841
Bangalore,Q1355
India,Q668
Bangalore University,Q3519221
Master of Science,Q950900
Electrical engineering,Q43035
Drexel University,Q603034
Master of Science,Q950900
Computer science,Q21198
Doctor of Philosophy,Q752297
University of Wisconsin–Madison,Q838330
Artificial intelligence,Q11660
Leonard Uhr,Q6525804
Molly McGrath,Q26436130
Chris Rose,Q5107935
Ultimate Fighting Championship,Q186471
Kenny Florian,Q1365755
--NME--,--NME--
Gerald Jay Sussman,Q92981
Eugene Charniak,Q5407117
Terry Winograd,Q92826
--NME--,--NME--
Terry Winograd,Q92826
Terry Winograd,Q92826
Natural-language understanding,Q1078276
SHRDLU,Q1778029
Eugene Charniak,Q5407117
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Stanford University,Q41506
--NME--,--NME--
George Devol,Q472378
Unimate,Q1516542
Industrial robot,Q1128980
Geoffrey Hinton,Q92894
Yoshua Bengio,Q3572699
Yann LeCun,Q3571662
--NME--,--NME--
Deep learning,Q197536
--NME--,--NME--
--NME--,--NME--
Kismet (robot),Q912212
Scientific American,Q39379
Tim Berners-Lee,Q80
James Hendler,Q6135847
Ora Lassila,Q7099202
World Wide Web,Q466
Semantic Web,Q54837
Blade Runner,Q184843
Sean Young,Q230736
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Nina Axelrod,Q4409586
Gerald Jay Sussman,Q92981
Eugene Charniak,Q5407117
Seymour Papert,Q335027
Terry Winograd,Q92826
University of Edinburgh,Q160302
--NME--,--NME--
SHRDLU,Q1778029
University of Edinburgh,Q160302
--NME--,--NME--
Robotics,Q170978
Rodney Brooks,Q92809
Hans Moravec,Q708003
Mark Tilden,Q2750333
Convolutional neural network,Q17084460
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Jessica Chobot,Q6187134
--NME--,--NME--
--NME--,--NME--
Clark Gregg,Q113206
MythBusters,Q486844
BattleBots,Q4176031
Adam Savage,Q297618
--NME--,--NME--
National Football League,Q1215884
Vernon Davis,Q1972672
YouTube,Q866
Linear predictive coding,Q1826438
--NME--,--NME--
Speech processing,Q3358061
Fumitada Itakura,Q5508598
Nagoya University,Q1191132
Saizo Saito,Q2535908
Nippon Telegraph and Telephone,Q1054787
Nippon Telegraph and Telephone,Q1054787
Logo (programming language),Q201436
Wally Feurzeig,Q5814314
Seymour Papert,Q335027
Cynthia Solomon,Q4815998
--NME--,--NME--
WordNet,Q533822
Automaton,Q787116
Cabaret Mechanical Theatre,Q5015242
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Arthur Ganson,Q709449
Joe Jones (Fluxus musician),Q15452777
--NME--,--NME--
Le Défenseur du Temps,Q1763620
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Association for Computing Machinery,Q127992
--NME--,--NME--
--NME--,--NME--
SIGCSE Award for Outstanding Contribution to Computer Science Education,Q64833810
George Devol,Q472378
Unimate,Q1516542
Robot,Q11012
General Motors,Q81965
--NME--,--NME--
Hungary,Q28
United States,Q30
Soviet Union,Q15180
--NME--,--NME--
John F. Sowa,Q92665
